영문	부위	요구레벨	제안	후보	등급
Leather Bliaut	2	1		튜닉 · 튜닉수 · 튜닉토 · 튜닉풍 · 튜닉화	CONFLICT
Leather Tunic	2	1		레더튜닉 · 레더튜닉수 · 레더튜닉토 · 레더튜닉풍 · 레더튜닉화	CONFLICT
Lich Robe	2	60		마법좀비의상 · 마법좀비의상1	CONFLICT
Lightning Garb	2	71		풍전도복 · 풍전도복수 · 풍전도복토 · 풍전도복풍 · 풍전도복화	CONFLICT
Lorica	2	26		하프플레이트 · 하프플레이트수 · 하프플레이트토 · 하프플레이트풍 · 하프플레이트화	CONFLICT
Lorum	2	11		로럼 · 로럼수 · 로럼토 · 로럼풍 · 로럼화	CONFLICT
Lotus Bodice	2	11		연무도복 · 연무도복수 · 연무도복토 · 연무도복풍 · 연무도복화	CONFLICT
Loures Cotte	2	1		루어스연무도복 · 루어스연무도복수 · 루어스연무도복토 · 루어스연무도복풍 · 루어스연무도복화	CONFLICT
Magi Skirt	2	1		매직스커트 · 매직스커트수 · 매직스커트토 · 매직스커트풍 · 매직스커트화	CONFLICT
Mane	2	71		마법좀비의상 · 마법좀비의상1	CONFLICT
Mantle	2	41		맨틀 · 맨틀수 · 맨틀토 · 맨틀풍 · 맨틀화	CONFLICT
Mileth Cotte	2	1		밀레스연무도복 · 밀레스연무도복수 · 밀레스연무도복토 · 밀레스연무도복풍 · 밀레스연무도복화	CONFLICT
Mileth Cowl	2	1		밀레스셍즈 · 밀레스셍즈수 · 밀레스셍즈토 · 밀레스셍즈풍 · 밀레스셍즈화	CONFLICT
Mileth Dwarvish Leather	2	11		밀레스노미쉬레더 · 밀레스노미쉬레더수 · 밀레스노미쉬레더토 · 밀레스노미쉬레더풍 · 밀레스노미쉬레더화	CONFLICT
Mileth Jupe	2	11		밀레스지폰 · 밀레스지폰수 · 밀레스지폰토 · 밀레스지폰풍 · 밀레스지폰화	CONFLICT
Mileth Scout Leather	2	1		밀레스스카웃튜닉 · 밀레스스카웃튜닉수 · 밀레스스카웃튜닉토 · 밀레스스카웃튜닉풍 · 밀레스스카웃튜닉화	CONFLICT
Monk Mantle	2	99		무상도복 · 무승	CONFLICT
Monk Master Mantle	2	99		여무승 · 월영도복	CONFLICT
Moon Bodice	2	41		풍월도복 · 풍월도복수 · 풍월도복토 · 풍월도복풍 · 풍월도복화	CONFLICT
Morrigu Disciple Pellison	2	80		헬소서리스로브 · 헬프리스트로브	CONFLICT
Morrigu Magus Pellison	2	80		헬소서리스로브 · 헬프리스트로브	CONFLICT
Mountain Garb	2	97		태산도복 · 태산도복수 · 태산도복토 · 태산도복풍 · 태산도복화	CONFLICT
Mystic Gown	2	11		미스틱로브 · 미스틱로브수 · 미스틱로브토 · 미스틱로브풍 · 미스틱로브화	CONFLICT
Oren Dwarvish Leather	2	11		밀레스팔루텐 · 밀레스팔루텐수 · 밀레스팔루텐토 · 밀레스팔루텐풍 · 밀레스팔루텐화	CONFLICT
Oren Jupe	2	11		루어스지폰 · 루어스지폰수 · 루어스지폰토 · 루어스지폰풍 · 루어스지폰화	CONFLICT
Paluten	2	41		노미쉬레더 · 노미쉬레더수 · 노미쉬레더토 · 노미쉬레더풍 · 노미쉬레더화	CONFLICT
Pebble Rose	2	71		페플로스 · 페플로스수 · 페플로스토 · 페플로스풍 · 페플로스화	CONFLICT
Phoenix Mail	2	86		수오미라비린스메일 · 수오미라비린스메일수 · 수오미라비린스메일토 · 수오미라비린스메일풍 · 수오미라비린스메일화	CONFLICT
Piet Cowl	2	1		수오미셍즈 · 수오미셍즈수 · 수오미셍즈토 · 수오미셍즈풍 · 수오미셍즈화	CONFLICT
Platemail	2	86		풀플레이트 · 풀플레이트수 · 풀플레이트토 · 풀플레이트풍 · 풀플레이트화	CONFLICT
Platemail	2	86		수오미풀플레이트 · 수오미풀플레이트수 · 수오미풀플레이트토 · 수오미풀플레이트풍 · 수오미풀플레이트화	CONFLICT
Ranger Uniform	2	0		가드아머2 · 컴포지트	CONFLICT
Rucesion Cotte	2	1		수오미연무도복 · 수오미연무도복수 · 수오미연무도복토 · 수오미연무도복풍 · 수오미연무도복화	CONFLICT
Rucesion Cowl	2	1		루어스셍즈 · 루어스셍즈수 · 루어스셍즈토 · 루어스셍즈풍 · 루어스셍즈화	CONFLICT
Rucesion Dwarvish Leather	2	11		밀레스노미쉬레더 · 밀레스노미쉬레더수 · 밀레스노미쉬레더토 · 밀레스노미쉬레더풍 · 밀레스노미쉬레더화	CONFLICT
Rucesion Guard Uniform	2	0		가드아머1 · 호버크	CONFLICT
Rucesion Jupe	2	11		수오미지폰 · 수오미지폰수 · 수오미지폰토 · 수오미지폰풍 · 수오미지폰화	CONFLICT
Rucesion Scout Leather	2	1		뤼케시온스카웃튜닉 · 뤼케시온스카웃튜닉수 · 뤼케시온스카웃튜닉토 · 뤼케시온스카웃튜닉풍 · 뤼케시온스카웃튜닉화	CONFLICT
Sacred Gown	2	99		세인트로브 · 여성승	CONFLICT
Sacred Mantle	2	99		성승 · 세인트후드	CONFLICT
Scarlet Carapace	2	60		잊혀진갑옷2 · 테네즈의갑옷2	CONFLICT
Scarlet Carapace Mail	2	60		잊혀진갑옷1 · 테네즈의갑옷1	CONFLICT
Scout Leather	2	1		스카웃튜닉 · 스카웃튜닉수 · 스카웃튜닉토 · 스카웃튜닉풍 · 스카웃튜닉화	CONFLICT
Sea Garb	2	3		밀레스대양도복 · 밀레스대양도복수 · 밀레스대양도복토 · 밀레스대양도복풍 · 밀레스대양도복화	CONFLICT
Shadow Mantle	2	99		도승 · 스카우트아머	CONFLICT
Soumi Cotte	2	1		뤼케시온연무도복 · 뤼케시온연무도복수 · 뤼케시온연무도복토 · 뤼케시온연무도복풍 · 뤼케시온연무도복화	CONFLICT
Soumi Cowl	2	1		뤼케시온셍즈 · 뤼케시온셍즈수 · 뤼케시온셍즈토 · 뤼케시온셍즈풍 · 뤼케시온셍즈화	CONFLICT
Soumi Scout Leather	2	1		밀레스스카웃튜닉 · 밀레스스카웃튜닉수 · 밀레스스카웃튜닉토 · 밀레스스카웃튜닉풍 · 밀레스스카웃튜닉화	CONFLICT
Stoller	2	11		스톨라 · 스톨라수 · 스톨라토 · 스톨라풍 · 스톨라화	CONFLICT
Suplice Blouse	2	56		아마존아머 · 아마존아머수 · 아마존아머토 · 아마존아머풍 · 아마존아머화	CONFLICT
Tagor Jupe	2	11		뤼케시온지폰 · 뤼케시온지폰수 · 뤼케시온지폰토 · 뤼케시온지폰풍 · 뤼케시온지폰화	CONFLICT
Tard	2	0		네크로브 · 네크로브수 · 네크로브토 · 네크로브풍 · 네크로브화 · 뤼케시온네크로브	CONFLICT
Undine Scout Leather	2	1		루어스스카웃튜닉 · 루어스스카웃튜닉수 · 루어스스카웃튜닉토 · 루어스스카웃튜닉풍 · 루어스스카웃튜닉화	CONFLICT
Undine Wind Garb	2	71		밀레스선풍도복 · 밀레스선풍도복수 · 밀레스선풍도복토 · 밀레스선풍도복풍 · 밀레스선풍도복화	CONFLICT
Valkyrie Mantle	2	99		마스터아머2 · 여전승	CONFLICT
War Mantle	2	99		마스터아머1 · 전승	CONFLICT
Wind Garb	2	71		선풍도복 · 선풍도복수 · 선풍도복토 · 선풍도복풍 · 선풍도복화	CONFLICT
Wizard Mantle	2	99		다크후드 · 마승	CONFLICT
Wizard Mantle	2	99		다크후드 · 마승	CONFLICT
Abundance Bronze Shield	3	31		구리방패	CONFLICT
Abundance Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Abundance Leather Shield	3	15		가죽방패	CONFLICT
Abundance Mythril Shield	3	61		은제방패	CONFLICT
Blessed Bronze Shield	3	31		구리방패	CONFLICT
Blessed Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Blessed Leather Shield	3	15		가죽방패	CONFLICT
Blessed Mythril Shield	3	61		은제방패	CONFLICT
Blessed Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Cail Bronze Shield	3	31		구리방패	CONFLICT
Cail Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Cail Mythril Shield	3	61		은제방패	CONFLICT
Cail Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Ceannlaidir Bronze Shield	3	31		구리방패	CONFLICT
Ceannlaidir Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Ceannlaidir Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Ceannlaidir Mythril Shield	3	61		은제방패	CONFLICT
Ceannlaidir Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Deoch Bronze Shield	3	31		구리방패	CONFLICT
Deoch Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Deoch Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Deoch Leather Shield	3	15		가죽방패	CONFLICT
Deoch Mythril Shield	3	61		은제방패	CONFLICT
Deoch Mythril Shield	3	61		은제방패	CONFLICT
Deoch Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Deoch Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Fiosachd Bronze Shield	3	31		구리방패	CONFLICT
Fiosachd Leather Shield	3	15		가죽방패	CONFLICT
Fiosachd Mythril Shield	3	61		은제방패	CONFLICT
Fiosachd Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Glioca Bronze Shield	3	31		구리방패	CONFLICT
Glioca Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Glioca Mythril Shield	3	61		은제방패	CONFLICT
Glioca Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Gramail Bronze Shield	3	31		구리방패	CONFLICT
Gramail Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Gramail Leather Shield	3	15		가죽방패	CONFLICT
Gramail Mythril Shield	3	61		은제방패	CONFLICT
Gramail Talgonite Shield	3	98		기사단방패	CONFLICT
Gramail Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Luathas Bronze Shield	3	31		구리방패	CONFLICT
Luathas Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Luathas Mythril Shield	3	61		은제방패	CONFLICT
Luathas Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Magic Bronze Shield	3	31		구리방패	CONFLICT
Magic Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Magic Leather Shield	3	15		가죽방패	CONFLICT
Magic Mythril Shield	3	61		은제방패	CONFLICT
Magic Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Might Bronze Shield	3	31		구리방패	CONFLICT
Might Hy-Brasyl Shield	3	77		금제방패 · 셔스의금제방패	CONFLICT
Might Leather Shield	3	15		가죽방패	CONFLICT
Might Mythril Shield	3	61		은제방패	CONFLICT
Might Talos Shield	3	90		풍요의플라늄방패 · 플라늄방패	CONFLICT
Sgrios Bronze Shield	3	31		구리방패	CONFLICT
Sgrios Leather Shield	3	15		가죽방패	CONFLICT
Cthonic Magus Caputium	4	80		헬소서러후드 · 헬클레릭후드	CONFLICT
Dark Cleric Brim	4	60		듈라한모자 · 클레릭모자	CONFLICT
Gnostic Hat	4	99		다크홀 · 마승모	CONFLICT
Gnostic Umber	4	99		다크베일 · 여마승모	CONFLICT
Holy Wimple	4	11		매직베일 · 홀리베일	CONFLICT
Marauder Mask	4	80		초보자투구 · 헬씨프투구	CONFLICT
Scarlet Chitin Helm	4	60		레드투구 · 잊혀진투구 · 차원의투구	CONFLICT
Shadow Mask	4	99		도승모 · 웨스턴	CONFLICT
War Clogaid	4	99		마스터투구2 · 여전승모	CONFLICT
War Helmet	4	99		마스터투구1 · 전승모	CONFLICT
Abundance Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Abundance Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Abundance Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Abundance Ruby Earrings	5	8		루비귀걸이	CONFLICT
Abundance Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Blessed Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Blessed Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Blessed Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Blessed Ruby Earrings	5	8		루비귀걸이	CONFLICT
Blessed Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Cail Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Cail Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Cail Ruby Earrings	5	8		루비귀걸이	CONFLICT
Cail Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Ceannlaidir Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Ceannlaidir Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Ceannlaidir Ruby Earrings	5	8		루비귀걸이	CONFLICT
Ceannlaidir Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Deoch Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Deoch Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Deoch Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Deoch Ruby Earrings	5	8		루비귀걸이	CONFLICT
Deoch Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Fiosachd Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Fiosachd Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Fiosachd Ruby Earrings	5	8		루비귀걸이	CONFLICT
Fiosachd Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Fioschad Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Glioca Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Glioca Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Glioca Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Glioca Ruby Earrings	5	8		루비귀걸이	CONFLICT
Glioca Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Gramail Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Gramail Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Gramail Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Gramail Ruby Earrings	5	8		루비귀걸이	CONFLICT
Gramail Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Luathas Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Luathas Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Luathas Ruby Earrings	5	8		루비귀걸이	CONFLICT
Luathas Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Magic Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Magic Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Magic Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Magic Ruby Earrings	5	8		루비귀걸이	CONFLICT
Magic Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Might Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Might Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Might Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Might Ruby Earrings	5	8		루비귀걸이	CONFLICT
Might Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Sgrios Beryl Earrings	5	8		순옥귀걸이	CONFLICT
Sgrios Coral Earrings	5	8		가죽팔찌 · 로오의산호귀걸이 · 메투스의산호귀걸이 · 산호귀걸이 · 세토아의산호귀걸이	CONFLICT
Sgrios Gold Earrings	5	8		쌍금귀걸이	CONFLICT
Sgrios Ruby Earrings	5	8		루비귀걸이	CONFLICT
Sgrios Silver Earrings	5	8		쌍은귀걸이	CONFLICT
Band of Destruction	6	1		흑요석몽크목걸이 · 흑요석몽크목걸이(수) · 흑요석몽크목걸이(토) · 흑요석몽크목걸이(풍) · 흑요석몽크목걸이(화)	CONFLICT
Dark Pearl Necklace	6	6		대지의진주목걸이	CONFLICT
Earth Gold Jade Necklace	6	14		화염의자수정목걸이	CONFLICT
Fire Gold Jade Necklace	6	6		대지의금옥목걸이	CONFLICT
Fire Pearl Necklace	6	6		대지의진주목걸이	CONFLICT
Gold Jade Necklace	6	6		대지의금옥목걸이	CONFLICT
Pearl Necklace	6	6		대지의진주목걸이	CONFLICT
Sea Gold Jade Necklace	6	14		화염의자수정목걸이	CONFLICT
Sea Gold Jade Necklace	6	6		대지의금옥목걸이	CONFLICT
Sea Pearl Necklace	6	6		대지의진주목걸이	CONFLICT
Tadghain's Light Pearl Necklace	6	6		대지의진주목걸이	CONFLICT
Wind Gold Jade Necklace	6	14		화염의자수정목걸이	CONFLICT
Wind Gold Jade Necklace	6	6		대지의금옥목걸이	CONFLICT
Wind Pearl Necklace	6	6		대지의진주목걸이	CONFLICT
Black Stone Ring	7	99		바이런의반지 · 조커의반지1	CONFLICT
Eternal Love Ring	7	21		노머시의반지 · 토파즈반지	CONFLICT
Loures Signet Ring	7	1		로오의반지	CONFLICT
Abundance Amethyst Ring	8	12		호안석반지	CONFLICT
Abundance Coral Ring	8	7		산호반지	CONFLICT
Abundance Grave Ring	8	9		고루반지	CONFLICT
Abundance Lapis Ring	8	6		사파이어반지	CONFLICT
Abundance Red Jade Ring	8	10		홍옥반지	CONFLICT
Abundance Ruby Ring	8	6		자수정반지	CONFLICT
Abundance Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Blessed Amethyst Ring	8	12		호안석반지	CONFLICT
Blessed Coral Ring	8	7		산호반지	CONFLICT
Blessed Grave Ring	8	9		고루반지	CONFLICT
Blessed Lapis Ring	8	6		사파이어반지	CONFLICT
Blessed Red Jade Ring	8	10		홍옥반지	CONFLICT
Blessed Ruby Ring	8	6		자수정반지	CONFLICT
Blessed Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Cail Amethyst Ring	8	12		호안석반지	CONFLICT
Cail Coral Ring	8	7		산호반지	CONFLICT
Cail Grave Ring	8	9		고루반지	CONFLICT
Cail Lapis Ring	8	6		사파이어반지	CONFLICT
Cail Red Jade Ring	8	10		홍옥반지	CONFLICT
Cail Ruby Ring	8	6		자수정반지	CONFLICT
Cail Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Ceannlaidir Amethyst Ring	8	12		호안석반지	CONFLICT
Ceannlaidir Coral Ring	8	7		산호반지	CONFLICT
Ceannlaidir Coral Ring	8	7		산호반지	CONFLICT
Ceannlaidir Grave Ring	8	9		고루반지	CONFLICT
Ceannlaidir Lapis Ring	8	6		사파이어반지	CONFLICT
Ceannlaidir Red Jade Ring	8	10		홍옥반지	CONFLICT
Ceannlaidir Ruby Ring	8	6		자수정반지	CONFLICT
Ceannlaidir Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Deoch Amethyst Ring	8	12		호안석반지	CONFLICT
Deoch Coral Ring	8	7		산호반지	CONFLICT
Deoch Grave Ring	8	9		고루반지	CONFLICT
Deoch Jade Ring	8	16		녹옥반지 · 로오의녹옥반지 · 메투스의녹옥반지 · 세토아의녹옥반지 · 셔스의녹옥반지 · 이아의녹옥반지 · 축복의녹옥반지 · 풍요의녹옥반지	CONFLICT
Deoch Jade Ring	8	16		녹옥반지 · 로오의녹옥반지 · 메투스의녹옥반지 · 세토아의녹옥반지 · 셔스의녹옥반지 · 이아의녹옥반지 · 축복의녹옥반지 · 풍요의녹옥반지	CONFLICT
Deoch Lapis Ring	8	6		사파이어반지	CONFLICT
Deoch Red Jade Ring	8	10		홍옥반지	CONFLICT
Deoch Ruby Ring	8	6		자수정반지	CONFLICT
Deoch Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Fiosachd Amethyst Ring	8	12		호안석반지	CONFLICT
Fiosachd Coral Ring	8	7		산호반지	CONFLICT
Fiosachd Grave Ring	8	9		고루반지	CONFLICT
Fiosachd Lapis Ring	8	6		사파이어반지	CONFLICT
Fiosachd Red Jade Ring	8	10		홍옥반지	CONFLICT
Fiosachd Ruby Ring	8	6		자수정반지	CONFLICT
Fiosachd Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Glioca Amethyst Ring	8	12		호안석반지	CONFLICT
Glioca Coral Ring	8	7		산호반지	CONFLICT
Glioca Grave Ring	8	9		고루반지	CONFLICT
Glioca Lapis Ring	8	6		사파이어반지	CONFLICT
Glioca Red Jade Ring	8	10		홍옥반지	CONFLICT
Glioca Ruby Ring	8	6		자수정반지	CONFLICT
Glioca Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Gramail Amethyst Ring	8	12		호안석반지	CONFLICT
Gramail Coral Ring	8	7		산호반지	CONFLICT
Gramail Grave Ring	8	9		고루반지	CONFLICT
Gramail Jade Ring	8	16		녹옥반지 · 로오의녹옥반지 · 메투스의녹옥반지 · 세토아의녹옥반지 · 셔스의녹옥반지 · 이아의녹옥반지 · 축복의녹옥반지 · 풍요의녹옥반지	CONFLICT
Gramail Lapis Ring	8	6		사파이어반지	CONFLICT
Gramail Red Jade Ring	8	10		홍옥반지	CONFLICT
Gramail Ruby Ring	8	6		자수정반지	CONFLICT
Gramail Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Luathas Amethyst Ring	8	12		호안석반지	CONFLICT
Luathas Coral Ring	8	7		산호반지	CONFLICT
Luathas Grave Ring	8	9		고루반지	CONFLICT
Luathas Lapis Ring	8	6		사파이어반지	CONFLICT
Luathas Red Jade Ring	8	10		홍옥반지	CONFLICT
Luathas Ruby Ring	8	6		자수정반지	CONFLICT
Luathas Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Magic Amethyst Ring	8	12		호안석반지	CONFLICT
Magic Coral Ring	8	7		산호반지	CONFLICT
Magic Grave Ring	8	9		고루반지	CONFLICT
Magic Jade Ring	8	16		녹옥반지 · 로오의녹옥반지 · 메투스의녹옥반지 · 세토아의녹옥반지 · 셔스의녹옥반지 · 이아의녹옥반지 · 축복의녹옥반지 · 풍요의녹옥반지	CONFLICT
Magic Lapis Ring	8	6		사파이어반지	CONFLICT
Magic Red Jade Ring	8	10		홍옥반지	CONFLICT
Magic Ruby Ring	8	6		자수정반지	CONFLICT
Magic Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Might Amethyst Ring	8	12		호안석반지	CONFLICT
Might Coral Ring	8	7		산호반지	CONFLICT
Might Grave Ring	8	9		고루반지	CONFLICT
Might Jade Ring	8	16		녹옥반지 · 로오의녹옥반지 · 메투스의녹옥반지 · 세토아의녹옥반지 · 셔스의녹옥반지 · 이아의녹옥반지 · 축복의녹옥반지 · 풍요의녹옥반지	CONFLICT
Might Lapis Ring	8	6		사파이어반지	CONFLICT
Might Red Jade Ring	8	10		홍옥반지	CONFLICT
Might Ruby Ring	8	6		자수정반지	CONFLICT
Might Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Sgrios Amethyst Ring	8	12		호안석반지	CONFLICT
Sgrios Coral Ring	8	7		산호반지	CONFLICT
Sgrios Grave Ring	8	9		고루반지	CONFLICT
Sgrios Lapis Ring	8	6		사파이어반지	CONFLICT
Sgrios Red Jade Ring	8	10		홍옥반지	CONFLICT
Sgrios Ruby Ring	8	6		자수정반지	CONFLICT
Sgrios Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
Talos Ring	8	4		세피라링(Lev1) · 현철반지	CONFLICT
